Country,Year,Month,Day,Temperature (Celsius),Precipitation (mm),Wind Speed (km/h)
Italy,2010,11,28,27.664973446851434,66.32186102231906,22.62297847312022
France,2011,2,20,24.823037899141156,96.35948233733946,13.586360157528967
Spain,2005,4,28,22.32759575675191,12.609949004938969,34.10818743618756
Spain,2023,6,17,16.107919558288685,84.37050634855876,8.127430663172786
United Kingdom,2009,7,18,3.4164517211771273,24.573697434861263,24.672816077132076
Italy,2000,10,10,5.127834222981349,15.616198330302177,38.38841055767949
United Kingdom,2018,3,24,20.71432834091261,44.625462381146875,23.515340587623207
Italy,2004,11,13,26.07026180788545,97.97255904555891,22.60454233398689
Italy,2013,6,1,3.022606976082539,49.24593732137799,37.4434491044365
Spain,2018,8,14,24.28475532900481,97.83322424338131,16.72403872386622
France,2010,11,23,-9.729448966884444,18.356173199927127,33.54610756060765
United Kingdom,2011,10,7,17.572424378963262,46.2629717263763,30.560319690589782
France,2016,5,27,11.874241065680131,16.012439298626358,20.184564465648727
Spain,2010,4,26,10.3852694323025,53.67748429155483,15.196293382500269
Germany,2020,8,18,19.273664655158825,32.79442592370528,37.41381262922786
France,2009,6,17,9.249450173529858,64.84372984702979,29.76848113440582
Italy,2024,6,30,23.241362479962874,88.84016597086512,11.516105735833703
Italy,2005,9,20,-8.17602627472747,35.89523674661065,16.680927725786105
United Kingdom,2000,4,12,24.760493196628637,59.35884156682457,36.0635112502238
Germany,2023,11,14,5.609015677904225,29.010379764036497,30.476023814216326
Germany,2011,1,30,-7.061871826432653,71.16572548417572,26.964002179909453
France,2018,4,4,1.7257955800986036,56.131991128756795,13.768079205439879
Germany,2018,2,26,20.266578535539516,47.8618978357523,35.663737961422314
Italy,2012,4,21,3.4536148487336895,94.58459930915826,34.53684424913961
Spain,2010,3,13,-1.3987472312987137,45.443449588294484,38.92479949434283
Germany,2021,4,17,25.499837764605736,41.95574666316715,17.83618389441665
United Kingdom,2013,6,24,16.59181594901699,86.04574484487449,6.093785213014308
Germany,2018,10,16,18.097627828622038,74.91365102252358,38.77906273169954
United Kingdom,2007,10,21,-0.3102890950681747,48.10037787109308,15.558781659791299
Spain,2015,8,7,0.006884317395922324,54.24777412908532,7.074276402152699
Germany,2020,6,14,19.83407803059519,92.20338658234762,21.27483780324348
Germany,2017,2,8,22.551696376328415,31.57702006396842,12.246359036939507
Germany,2000,4,12,25.264981447344944,42.78303205315769,19.51230011237907
United Kingdom,2013,6,9,18.146048482104376,29.47057004102006,34.21189046649373
France,2013,12,6,-3.5816568746871003,82.76705726052698,34.85853869332503
France,2004,6,15,-0.1710427076148271,4.254294601007991,38.362004325339825
Germany,2024,10,23,17.72384415222442,94.20515207890683,28.522037489111888
Italy,2008,6,5,-2.767078993903076,13.562578862683594,23.711944063792362
Italy,2007,2,26,16.26296684734786,35.06948244036647,38.8719253220229
Italy,2024,11,23,10.262488237200529,98.09337374267933,38.91993942051609
Italy,2021,12,3,8.57998023784343,15.75049931485324,34.353724601456776
Italy,2013,4,1,4.348957555142894,23.13402938845893,32.54603630708806
France,2004,8,29,19.604272905471902,39.23560961744552,26.35711911385793
France,2012,4,4,18.666905061814848,44.229458892500396,28.949996894460035
Italy,2020,11,23,8.63187216610634,76.80874418757378,34.421278457148006
United Kingdom,2007,2,19,11.391966390255877,31.28092882242919,20.766376070393104
France,2022,11,15,13.328385352348405,12.881275465435637,23.732682711988986
Italy,2002,10,11,19.259796218293467,0.18148441313105002,16.825594399543178
France,2001,11,30,15.843633161997552,57.655363503399926,16.537526301785967
Italy,2004,9,9,3.8977089739674486,38.723651818132765,6.662876625186735
United Kingdom,2008,7,19,21.99304055684466,60.446733758595705,31.552286190024674
United Kingdom,2019,7,26,21.376214337899036,31.319303676238185,30.364892241605098
France,2008,5,16,-4.189284962053823,71.08327188065437,5.466732420536358
Italy,2003,2,25,19.212484238362777,10.490726953962248,28.125977122944146
France,2012,9,28,13.226260869162523,89.06217236064893,9.679463490966482
France,2021,4,24,-1.8012679546366037,57.14253955950463,6.607628134140319
Germany,2011,8,29,28.498958092246156,43.58612531921522,20.588177067491316
Germany,2017,11,16,-1.0229480286357315,22.992200935497586,20.233742788382287
Germany,2024,4,14,-0.34854935766885475,23.422937662578203,8.566210191787691
Italy,2005,4,27,10.16438471003007,2.4421346052746484,39.68868794065788
Spain,2019,7,23,-5.678372653726829,69.90601247239307,21.666445885852543
Italy,2022,12,15,22.600645442510668,65.51740852498553,39.37683373473279
France,2011,10,30,25.665350380137,51.696680422693255,16.192817624932346
France,2016,3,27,22.05169176161054,58.149225550065,19.87345851897385
Spain,2006,1,9,2.2852977905876806,14.49888845377567,17.2268823605745
Germany,2001,6,5,1.247605296712596,85.85252865475374,19.803200264873233
Germany,2005,1,20,1.9294240968404264,83.97969028893607,17.86408431420632
France,2000,9,16,7.347036215573208,72.93114739998575,18.808359187749165
Italy,2024,2,1,-5.6502427657789145,79.76627787111958,26.729292030007276
Spain,2004,6,25,19.880238270058364,86.18322003996504,32.12120118714405
Germany,2019,2,21,16.84823191884993,86.359521565045,26.920897222046577
United Kingdom,2018,4,29,0.9117838452750515,54.543435422526656,26.432624490874332
Germany,2005,8,22,29.25627442374931,99.06512764356371,22.037429637213982
France,2012,8,23,26.469635379140158,69.31980391155963,16.75490137575793
United Kingdom,2019,2,6,9.49371503405322,33.7533341756014,30.048105854128988
France,2019,6,1,-1.582343120852041,60.680444273469526,28.562001081222295
Germany,2010,6,2,15.649881118020218,4.071336181753171,9.615964412251792
Germany,2004,11,25,19.296784191754227,41.39462745555914,8.830471501222252
France,2016,12,6,8.582288773875298,12.756554683510334,11.78604162820488
Italy,2000,10,9,-8.63697531622972,63.09609392601425,38.29660392583442
Germany,2020,8,12,-2.584177110843169,25.381389497982266,22.145640226330844
United Kingdom,2004,9,28,-0.41141645424064954,16.19658851033542,31.827066941437856
Spain,2008,4,9,-4.86459784405306,41.92933234835608,13.628994980013243
France,2020,8,18,27.335065142382604,99.86644967173407,14.632390123549058
France,2020,3,19,17.400570551282193,6.150389800745037,17.756755131640084
Italy,2008,7,22,25.370332039912157,40.17524271099171,11.019619163580128
France,2018,1,29,2.915907056098291,57.28890409391203,35.38583263706231
United Kingdom,2002,5,14,28.718297901307565,16.483379814846877,24.731590011663105
Germany,2008,2,15,1.5520011382008736,9.610460242659059,33.95828614347724
Germany,2002,6,20,12.688504001318641,37.37913899136922,38.55072843069626
Germany,2014,10,30,10.674202238754795,43.308049815625225,7.11781261839908
Italy,2014,5,30,-2.2984231532055643,44.61782784785492,33.197001334991626
Spain,2011,9,28,-7.97542551682676,92.5954799284577,29.15693881298195
Italy,2017,2,27,-0.38178539435426373,72.40202560811582,15.63791011658953
Spain,2010,1,6,2.1905573417332,94.70218988242036,7.056051446312239
United Kingdom,2004,9,2,19.30463476520395,27.02310495042092,38.22274241762039
Spain,2020,12,9,25.124929648251644,84.62435844895224,18.860738957311497
Spain,2000,3,9,13.533735865120345,13.087554675093237,34.524875333196036
United Kingdom,2010,9,15,10.163516853276022,72.12144463749281,14.420572044407557
France,2024,4,23,-9.090502363160926,32.132570469886346,28.725531671283093
Germany,2008,6,4,24.43485216651065,34.674915944874606,14.80619426099108
Spain,2022,8,15,18.308313844329515,25.778868866672976,11.385324408901447
Italy,2004,12,12,-5.965993351020975,38.628359377935986,7.386662579017154
United Kingdom,2006,4,21,16.676027207140436,16.714992678294582,38.67812949390836
Germany,2011,9,29,28.097333107941367,2.3779229694935067,32.70266361836465
Germany,2002,7,7,5.5825336041059295,97.27432575398953,12.98753066370719
France,2011,12,10,20.360153369045932,66.32908824809087,35.35771722388725
Spain,2003,9,25,-2.6804684541051227,97.1840385084316,27.812921022091242
Italy,2009,5,27,15.58685288880957,23.09158907515173,37.35815578047569
Germany,2012,4,12,23.176675382343184,80.2926386386139,37.985073291390584
Germany,2016,11,20,21.910137068145794,77.47500169390057,24.577490194431935
Germany,2014,3,15,26.03361100107307,85.01410710332891,34.45379414636925
Spain,2018,1,3,-1.1713044369376,14.611087852112437,26.481321709695106
United Kingdom,2004,12,9,22.401805859971937,91.6235809672412,31.94332268660811
Spain,2005,9,12,-1.4071923271708222,91.9484810078222,21.578031341402063
Spain,2002,6,7,11.925562659695924,65.31291538389661,35.14289264001344
Spain,2017,2,9,22.527616749137792,47.49623795724476,16.41150766177816
Spain,2024,3,25,-1.5945750137291892,91.57617010677738,10.376140436142572
France,2003,3,30,16.76471802052246,71.7618087182212,38.16111073373215
Spain,2021,10,23,0.07052214346097685,35.72832259715024,36.864253076390504
Italy,2017,10,18,0.718232021251378,80.20728459724128,28.500183001005972
Italy,2017,11,8,0.09803768403204849,47.67447566380033,29.059247807821585
United Kingdom,2015,4,17,4.343599244593616,81.90924600127867,18.733259668625685
United Kingdom,2002,11,11,4.214789937260836,45.747254893682346,33.348321211586175
France,2001,4,11,-1.1440947327317197,30.77798793330162,21.859635426025914
Germany,2005,9,7,8.089848872076352,72.67465587365733,26.901101828668903
Spain,2022,11,5,18.28578860848257,36.662729687764575,23.559812828034854
France,2015,5,22,21.23011764601462,80.83306971078585,19.62478907989191
Spain,2017,9,20,-7.887902254098624,28.13658171670239,18.926461223043688
France,2013,4,2,0.052320187253847905,22.108066158746333,37.36043064245832
Italy,2007,9,26,29.177058290676754,33.79603182117289,16.194154788811105
Italy,2018,2,19,-6.933138793779401,61.08399702887377,19.564457525563892
Spain,2014,11,2,17.18473277635354,88.46565057184925,18.01354440626389
Germany,2002,6,8,11.40357600734474,98.95226796181139,14.937131621379763
Spain,2011,3,1,15.73717727105678,0.25424623308951677,11.563530282811174
Germany,2016,8,19,29.390339687228902,72.47161840460564,22.733979504321837
Germany,2022,11,20,-3.616164088522149,82.83981577592328,11.566461446171086
United Kingdom,2002,5,8,-8.385645344009918,89.45775072265391,17.974547809845745
France,2004,12,11,-7.3599147977062795,65.53824635283935,23.82010996392774
Spain,2010,3,22,4.339925935212143,94.41050411778167,35.30816702604777
France,2013,6,5,16.707548842946935,48.99959032394832,29.81140912257756
France,2003,7,10,14.873772910473239,28.65052756221944,11.145839810517415
United Kingdom,2001,2,17,-7.822597265351678,53.52404165823528,10.032211413611074
United Kingdom,2013,3,24,13.542473406093265,50.02504098682967,19.203567839946928
Spain,2017,10,28,18.078621003240723,70.2494192548059,22.9929101400412
Italy,2014,7,14,23.193667690616174,44.17960003428926,35.04592219602053
Italy,2006,3,30,23.07578405534973,70.31741311346168,24.646849431272337
United Kingdom,2018,6,6,-3.1067361623053724,15.280921671365544,20.41111157673005
Spain,2000,6,14,23.543386763676736,65.76399692131612,37.72821135625556
France,2002,7,5,20.335354304223664,14.94684118247559,36.93151778209746
United Kingdom,2023,8,16,28.44638126618343,10.425284451353578,8.590765150872532
Spain,2010,7,16,-2.126933504517452,32.46823019957388,18.626097438224807
France,2010,4,20,18.24435209438584,23.898342614431467,16.013226567546376
Italy,2003,5,25,14.249955438881067,41.742169337298066,5.553751965710448
Spain,2000,4,20,-2.7562822946003918,5.871627877924491,7.37608097534549
Spain,2017,7,8,-6.683440601977648,87.01697286283763,37.679478784595624
United Kingdom,2012,12,18,21.19043187209091,44.29957062680112,10.105896476939
France,2024,4,8,14.534252082738309,58.47223238558481,21.59095696032008
France,2002,12,16,-2.039722136662716,16.035525852476397,19.040557908735565
Italy,2013,12,9,20.022915802501984,30.47292243283344,36.615957481758095
United Kingdom,2023,1,19,25.943801241286472,32.05399930784836,38.980787180987555
France,2002,11,18,26.74081033394853,58.27566764822036,25.006063344531718
Italy,2020,3,17,-6.081245071863317,13.709250650937932,15.515090379100108
Italy,2003,1,4,-8.891711225400766,5.351715980999893,11.608307943491464
Italy,2007,5,12,5.411413757006853,51.117723213953326,18.1498817883364
Germany,2009,1,20,5.359019441635144,43.487128384272346,10.708766086308165
Italy,2016,3,5,-1.2682836560429678,26.3086958995692,11.368774888255036
Italy,2012,7,24,-2.2404186718459584,77.63729455807112,25.084669969529312
France,2007,8,23,22.47083433632553,69.38134497893846,8.276130998946956
United Kingdom,2012,1,27,8.29754154332047,63.62438594818507,31.461274005415277
United Kingdom,2021,8,11,3.563345187794207,47.278327375539,11.759730237526016
United Kingdom,2023,7,6,18.10753465514962,78.55324441712962,35.68887958776156
United Kingdom,2007,6,22,26.49826426271153,19.082122148842252,36.800958014269746
Germany,2003,4,13,27.699170671683568,57.13273951140796,18.07126254870964
Germany,2021,1,20,-9.427982626937093,72.02221183421183,35.332313513897574
United Kingdom,2003,10,17,-5.420451113405913,21.13395600226401,22.128673727413073
France,2024,7,10,20.24476400394814,22.045324359559302,22.70352036847636
Italy,2024,10,20,11.784444131225538,70.93307951929357,6.067433634517508
Italy,2000,11,23,-0.009764173015881283,30.324012240267816,36.611092587902746
Italy,2020,12,23,-2.964133249158425,76.32418273766878,8.601658330244543
Spain,2022,2,3,6.242493966554804,31.972693756102966,7.805824922630757
United Kingdom,2016,5,14,-5.385557200333997,38.707096737073655,20.055518263738794
Spain,2004,2,3,-0.5250739815613858,92.15794341076858,33.035048852950254
United Kingdom,2000,10,16,6.328788602058218,15.648046206802302,38.380975996367404
France,2003,5,25,1.923960138976625,2.655068251815973,8.384887932118225
United Kingdom,2008,6,11,-2.462190302475582,89.74561949465117,33.12312153438546
Germany,2014,12,21,28.15778885372825,82.51610046663224,6.304040853424714
France,2018,12,29,8.513019917410837,99.54935745558204,27.77966662989091
Spain,2024,6,26,29.4009309172597,94.97623401233768,28.885722338410364
Germany,2017,3,1,15.489266946630224,15.67956144784457,21.604328989904847
Italy,2004,10,29,17.999742577084632,7.028249638976192,28.16452294089093
Spain,2002,9,9,-6.196713685288158,82.53576869201478,35.24778152911085
Spain,2020,11,25,4.339757824293006,51.61371514046766,36.423397035168094
Spain,2022,7,15,4.045424932648949,19.895092050508534,34.80969759751789
United Kingdom,2002,1,3,7.657459395749019,67.54865334088804,26.739354010656335
United Kingdom,2015,9,23,1.914897958040335,87.81648855679421,21.439072541415605
Germany,2000,7,29,25.09561026379778,19.36171596911035,10.087146819169721
France,2012,1,13,10.58539819267616,56.01618835256893,16.01141082145749
United Kingdom,2005,9,12,5.971065778032143,58.49990136579677,14.592669785602661
Germany,2021,9,17,19.74054029744595,14.467169904879428,20.470944223432248
Italy,2007,1,23,25.867998442489636,37.36236379774612,39.27691725489439
Germany,2020,5,30,5.258560715948644,10.749851353377892,39.460548018687994
United Kingdom,2005,12,21,2.062945391908535,85.18527003828093,18.2100499359589
France,2021,10,12,28.617769656459572,24.164088004049656,26.608106679634123
Italy,2014,9,20,8.889018062300046,63.951271794239084,28.03198158658869
Spain,2021,4,12,-9.243096235190249,43.488592508225835,15.267573305166946
Italy,2018,10,11,17.215638128889715,86.07254218864855,10.167469056793763
Italy,2009,1,3,28.25248973067673,44.37566572930576,19.920113943978194
United Kingdom,2013,5,2,-2.6261587678967,29.172119273311846,38.33598123862463
United Kingdom,2018,8,4,5.00272739678981,75.35273712530656,7.428588543708441
Spain,2002,8,9,-0.2728166495017881,0.9467248750450241,26.371865317636548
Italy,2020,7,13,18.361928654560415,62.98855149465471,28.186975054136937
Spain,2006,11,10,16.83202899069955,15.253656156255701,23.14094234918056
France,2018,8,4,15.280884879642723,5.654737507557995,25.327716089675583
Spain,2002,4,6,-5.060986643359184,67.00874495599086,11.601885406555585
France,2000,12,29,10.37589591437738,78.24424487005186,13.434146901962823
France,2013,8,4,8.905476087882754,50.17563261841268,25.602588820718317
United Kingdom,2011,1,1,21.93138614388207,88.1729401904726,7.197746482751144
Germany,2015,5,15,6.47045823716131,47.14541245777571,34.543562927639734
